nr,household_id,purchase,tpnb,product_id,uniqueness_id,brand_id,brand_subgroup_id,quantity,spend,discount,coupon,contents_quantity,tesco_week,shopdatetime,home_shopping_flg,Store_Number
4,444444,26,78786612,54,20,4,17,1,3,0,0,592,200923,1564590111,0,3373
4,444444,27,78786612,54,20,4,17,1,3,0,0,592,200923,1564590112,0,3373
4,444444,28,78786612,54,20,4,17,1,3,0,0,592,200923,1564590113,0,3373
4,444444,29,78786612,54,20,4,17,1,3,0,0,592,200924,1564590114,0,3373
4,444444,30,78786612,54,20,4,17,1,3,0,0,592,200924,1564590115,0,3373
4,444444,31,64196612,18,10,1,4,1,3,0,0,592,200924,1564590116,0,3373
4,444444,32,78786612,54,20,4,17,1,3,0,0,592,200924,1564590117,0,3373
4,444444,33,78786612,54,20,4,17,1,3,0,0,592,200924,1564590118,0,3373
4,444444,34,78786612,54,20,4,17,1,3,0,0,592,200924,1564590119,0,3373
4,444444,35,78786612,54,20,4,17,1,3,0,0,592,200924,1564590120,0,3373
4,444444,36,78786612,54,20,4,17,1,3,0,0,592,200924,1564590121,0,3373
4,444444,37,78786612,54,20,4,17,1,3,0,0,592,200924,1564590122,0,3373
4,444444,38,78786612,54,20,4,17,1,3,0,0,592,200924,1564590123,0,3373
4,444444,39,78786612,54,20,4,17,1,3,0,0,592,200924,1564590124,0,3373
4,444444,40,64196612,18,10,1,4,1,3,0,0,592,200924,1564590125,0,3373
5,555555,1,64196758,63,28,2,6,1,3,0,0,592,200922,1564590086,0,3373
5,555555,2,64196758,63,28,2,6,1,3,0,0,592,200922,1564590087,0,3373
5,555555,3,64196758,63,28,2,6,1,3,0,0,592,200922,1564590088,0,3373
5,555555,4,64196612,18,10,1,4,1,3,0,0,592,200922,1564590089,0,3373
5,555555,5,64556612,29,15,3,5,1,3,0,0,592,200922,1564590090,0,3373
5,555555,6,64196612,18,10,1,4,1,3,0,0,592,200922,1564590091,0,3373
5,555555,7,64196612,18,10,1,4,1,3,0,0,592,200922,1564590092,0,3373
5,555555,8,64196612,18,10,1,4,1,3,0,0,592,200922,1564590093,0,3373
5,555555,9,64196758,63,28,2,6,1,3,0,0,592,200922,1564590094,0,3373
5,555555,10,64196758,63,28,2,6,1,3,0,0,592,200922,1564590095,0,3373
5,555555,11,64556612,29,15,3,5,1,3,0,0,592,200922,1564590096,0,3373
5,555555,12,64196758,63,28,2,6,1,3,0,0,592,200923,1564590097,0,3373
5,555555,13,64196758,63,28,2,6,1,3,0,0,592,200923,1564590098,0,3373
5,555555,14,64556612,29,15,3,5,1,3,0,0,592,200923,1564590099,0,3373
5,555555,15,64196758,63,28,2,6,1,3,0,0,592,200923,1564590100,0,3373
5,555555,16,64196758,63,28,2,6,1,3,0,0,592,200923,1564590101,0,3373
5,555555,17,64196758,63,28,2,6,1,3,0,0,592,200923,1564590102,0,3373
5,555555,18,64196612,18,10,1,4,1,3,0,0,592,200923,1564590103,0,3373
5,555555,19,78786612,54,20,4,17,1,3,0,0,592,200923,1564590104,0,3373
5,555555,20,78786612,54,20,4,17,1,3,0,0,592,200923,1564590105,0,3373
5,555555,21,64196612,18,10,1,4,1,3,0,0,592,200923,1564590106,0,3373
5,555555,22,64196612,18,10,1,4,1,3,0,0,592,200923,1564590107,0,3373
5,555555,23,48756677,19,15,5,55,1,3,0,0,592,200923,1564590108,0,3373
5,555555,24,78786612,54,20,4,17,1,3,0,0,592,200923,1564590109,0,3373
5,555555,25,78786612,54,20,4,17,1,3,0,0,592,200923,1564590110,0,3373
5,555555,26,78786612,54,20,4,17,1,3,0,0,592,200923,1564590111,0,3373
5,555555,27,78786612,54,20,4,17,1,3,0,0,592,200923,1564590112,0,3373
5,555555,28,78786612,54,20,4,17,1,3,0,0,592,200923,1564590113,0,3373
5,555555,29,78786612,54,20,4,17,1,3,0,0,592,200924,1564590114,0,3373
5,555555,30,78786612,54,20,4,17,1,3,0,0,592,200924,1564590115,0,3373
5,555555,31,64196612,18,10,1,4,1,3,0,0,592,200924,1564590116,0,3373
5,555555,32,78786612,54,20,4,17,1,3,0,0,592,200924,1564590117,0,3373
5,555555,33,78786612,54,20,4,17,1,3,0,0,592,200924,1564590118,0,3373
5,555555,34,78786612,54,20,4,17,1,3,0,0,592,200924,1564590119,0,3373
5,555555,35,78786612,54,20,4,17,1,3,0,0,592,200924,1564590120,0,3373
5,555555,36,78786612,54,20,4,17,1,3,0,0,592,200924,1564590121,0,3373
5,555555,37,78786612,54,20,4,17,1,3,0,0,592,200924,1564590122,0,3373
5,555555,38,78786612,54,20,4,17,1,3,0,0,592,200924,1564590123,0,3373
5,555555,39,78786612,54,20,4,17,1,3,0,0,592,200924,1564590124,0,3373
5,555555,40,64196612,18,10,1,4,1,3,0,0,592,200924,1564590125,0,3373
6,666666,1,64196758,63,28,2,6,1,3,0,0,592,200922,1564590086,0,3373
6,666666,2,64196758,63,28,2,6,1,3,0,0,592,200922,1564590087,0,3373
6,666666,3,64196758,63,28,2,6,1,3,0,0,592,200922,1564590088,0,3373
6,666666,4,64196612,18,10,1,4,1,3,0,0,592,200922,1564590089,0,3373
6,666666,5,64556612,29,15,3,5,1,3,0,0,592,200922,1564590090,0,3373
6,666666,6,64196612,18,10,1,4,1,3,0,0,592,200922,1564590091,0,3373
6,666666,7,64196612,18,10,1,4,1,3,0,0,592,200922,1564590092,0,3373
6,666666,8,64196612,18,10,1,4,1,3,0,0,592,200922,1564590093,0,3373
6,666666,9,64196758,63,28,2,6,1,3,0,0,592,200922,1564590094,0,3373
6,666666,10,64196758,63,28,2,6,1,3,0,0,592,200922,1564590095,0,3373
6,666666,11,64556612,29,15,3,5,1,3,0,0,592,200922,1564590096,0,3373
6,666666,12,64196758,63,28,2,6,1,3,0,0,592,200923,1564590097,0,3373
6,666666,13,64196758,63,28,2,6,1,3,0,0,592,200923,1564590098,0,3373
6,666666,14,64556612,29,15,3,5,1,3,0,0,592,200923,1564590099,0,3373
6,666666,15,64196758,63,28,2,6,1,3,0,0,592,200923,1564590100,0,3373
6,666666,16,64196758,63,28,2,6,1,3,0,0,592,200923,1564590101,0,3373
6,666666,17,64196758,63,28,2,6,1,3,0,0,592,200923,1564590102,0,3373
6,666666,18,64196612,18,10,1,4,1,3,0,0,592,200923,1564590103,0,3373
6,666666,19,78786612,54,20,4,17,1,3,0,0,592,200923,1564590104,0,3373
6,666666,20,78786612,54,20,4,17,1,3,0,0,592,200923,1564590105,0,3373
6,666666,21,64196612,18,10,1,4,1,3,0,0,592,200923,1564590106,0,3373
6,666666,22,64196612,18,10,1,4,1,3,0,0,592,200923,1564590107,0,3373
6,666666,23,48756677,19,15,5,55,1,3,0,0,592,200923,1564590108,0,3373
6,666666,24,78786612,54,20,4,17,1,3,0,0,592,200923,1564590109,0,3373
6,666666,25,78786612,54,20,4,17,1,3,0,0,592,200923,1564590110,0,3373
6,666666,26,78786612,54,20,4,17,1,3,0,0,592,200923,1564590111,0,3373
6,666666,27,78786612,54,20,4,17,1,3,0,0,592,200923,1564590112,0,3373
6,666666,28,78786612,54,20,4,17,1,3,0,0,592,200923,1564590113,0,3373
6,666666,29,78786612,54,20,4,17,1,3,0,0,592,200924,1564590114,0,3373
6,666666,30,78786612,54,20,4,17,1,3,0,0,592,200924,1564590115,0,3373
6,666666,31,64196612,18,10,1,4,1,3,0,0,592,200924,1564590116,0,3373
6,666666,32,78786612,54,20,4,17,1,3,0,0,592,200924,1564590117,0,3373
6,666666,33,78786612,54,20,4,17,1,3,0,0,592,200924,1564590118,0,3373
6,666666,34,78786612,54,20,4,17,1,3,0,0,592,200924,1564590119,0,3373
6,666666,35,78786612,54,20,4,17,1,3,0,0,592,200924,1564590120,0,3373
6,666666,36,78786612,54,20,4,17,1,3,0,0,592,200924,1564590121,0,3373
6,666666,37,78786612,54,20,4,17,1,3,0,0,592,200924,1564590122,0,3373
6,666666,38,78786612,54,20,4,17,1,3,0,0,592,200924,1564590123,0,3373
6,666666,39,78786612,54,20,4,17,1,3,0,0,592,200924,1564590124,0,3373
6,666666,40,64196612,18,10,1,4,1,3,0,0,592,200924,1564590125,0,3373
7,777777,1,64196758,63,28,2,6,1,3,0,0,592,200922,1564590086,0,3373
7,777777,2,64196758,63,28,2,6,1,3,0,0,592,200922,1564590087,0,3373
7,777777,3,64196758,63,28,2,6,1,3,0,0,592,200922,1564590088,0,3373
7,777777,4,64196612,18,10,1,4,1,3,0,0,592,200922,1564590089,0,3373
7,777777,5,64556612,29,15,3,5,1,3,0,0,592,200922,1564590090,0,3373
7,777777,6,64196612,18,10,1,4,1,3,0,0,592,200922,1564590091,0,3373
7,777777,7,64196612,18,10,1,4,1,3,0,0,592,200922,1564590092,0,3373
7,777777,8,64196612,18,10,1,4,1,3,0,0,592,200922,1564590093,0,3373
7,777777,9,64196758,63,28,2,6,1,3,0,0,592,200922,1564590094,0,3373
7,777777,10,64196758,63,28,2,6,1,3,0,0,592,200922,1564590095,0,3373
7,777777,11,64556612,29,15,3,5,1,3,0,0,592,200922,1564590096,0,3373
7,777777,12,64196758,63,28,2,6,1,3,0,0,592,200923,1564590097,0,3373
7,777777,13,64196758,63,28,2,6,1,3,0,0,592,200923,1564590098,0,3373
7,777777,14,64556612,29,15,3,5,1,3,0,0,592,200923,1564590099,0,3373
7,777777,15,64196758,63,28,2,6,1,3,0,0,592,200923,1564590100,0,3373
7,777777,16,64196758,63,28,2,6,1,3,0,0,592,200923,1564590101,0,3373
7,777777,17,64196758,63,28,2,6,1,3,0,0,592,200923,1564590102,0,3373
7,777777,18,64196612,18,10,1,4,1,3,0,0,592,200923,1564590103,0,3373
7,777777,19,78786612,54,20,4,17,1,3,0,0,592,200923,1564590104,0,3373
7,777777,20,78786612,54,20,4,17,1,3,0,0,592,200923,1564590105,0,3373
7,777777,21,64196612,18,10,1,4,1,3,0,0,592,200923,1564590106,0,3373
7,777777,22,64196612,18,10,1,4,1,3,0,0,592,200923,1564590107,0,3373
7,777777,23,48756677,19,15,5,55,1,3,0,0,592,200923,1564590108,0,3373
7,777777,24,78786612,54,20,4,17,1,3,0,0,592,200923,1564590109,0,3373
7,777777,25,78786612,54,20,4,17,1,3,0,0,592,200923,1564590110,0,3373
7,777777,26,78786612,54,20,4,17,1,3,0,0,592,200923,1564590111,0,3373
7,777777,27,78786612,54,20,4,17,1,3,0,0,592,200923,1564590112,0,3373
7,777777,28,78786612,54,20,4,17,1,3,0,0,592,200923,1564590113,0,3373
7,777777,29,78786612,54,20,4,17,1,3,0,0,592,200924,1564590114,0,3373
7,777777,30,78786612,54,20,4,17,1,3,0,0,592,200924,1564590115,0,3373
7,777777,31,64196612,18,10,1,4,1,3,0,0,592,200924,1564590116,0,3373
7,777777,32,78786612,54,20,4,17,1,3,0,0,592,200924,1564590117,0,3373
7,777777,33,78786612,54,20,4,17,1,3,0,0,592,200924,1564590118,0,3373
7,777777,34,78786612,54,20,4,17,1,3,0,0,592,200924,1564590119,0,3373
7,777777,35,78786612,54,20,4,17,1,3,0,0,592,200924,1564590120,0,3373
7,777777,36,78786612,54,20,4,17,1,3,0,0,592,200924,1564590121,0,3373
7,777777,37,78786612,54,20,4,17,1,3,0,0,592,200924,1564590122,0,3373
7,777777,38,78786612,54,20,4,17,1,3,0,0,592,200924,1564590123,0,3373
7,777777,39,78786612,54,20,4,17,1,3,0,0,592,200924,1564590124,0,3373
7,777777,40,64196612,18,10,1,4,1,3,0,0,592,200924,1564590125,0,3373
8,888888,1,64196758,63,28,2,6,1,3,0,0,592,200922,1564590086,0,3373
8,888888,2,64196758,63,28,2,6,1,3,0,0,592,200922,1564590087,0,3373
8,888888,3,64196758,63,28,2,6,1,3,0,0,592,200922,1564590088,0,3373
8,888888,4,64196612,18,10,1,4,1,3,0,0,592,200922,1564590089,0,3373
8,888888,5,64556612,29,15,3,5,1,3,0,0,592,200922,1564590090,0,3373
8,888888,6,64196612,18,10,1,4,1,3,0,0,592,200922,1564590091,0,3373
8,888888,7,64196612,18,10,1,4,1,3,0,0,592,200922,1564590092,0,3373
8,888888,8,64196612,18,10,1,4,1,3,0,0,592,200922,1564590093,0,3373
8,888888,9,64196758,63,28,2,6,1,3,0,0,592,200922,1564590094,0,3373
8,888888,10,64196758,63,28,2,6,1,3,0,0,592,200922,1564590095,0,3373
8,888888,11,64556612,29,15,3,5,1,3,0,0,592,200922,1564590096,0,3373
8,888888,12,64196758,63,28,2,6,1,3,0,0,592,200923,1564590097,0,3373
8,888888,13,64196758,63,28,2,6,1,3,0,0,592,200923,1564590098,0,3373
8,888888,14,64556612,29,15,3,5,1,3,0,0,592,200923,1564590099,0,3373
8,888888,15,64196758,63,28,2,6,1,3,0,0,592,200923,1564590100,0,3373
8,888888,16,64196758,63,28,2,6,1,3,0,0,592,200923,1564590101,0,3373
8,888888,17,64196758,63,28,2,6,1,3,0,0,592,200923,1564590102,0,3373
8,888888,18,64196612,18,10,1,4,1,3,0,0,592,200923,1564590103,0,3373
8,888888,19,78786612,54,20,4,17,1,3,0,0,592,200923,1564590104,0,3373
8,888888,20,78786612,54,20,4,17,1,3,0,0,592,200923,1564590105,0,3373
8,888888,21,64196612,18,10,1,4,1,3,0,0,592,200923,1564590106,0,3373
8,888888,22,64196612,18,10,1,4,1,3,0,0,592,200923,1564590107,0,3373
8,888888,23,48756677,19,15,5,55,1,3,0,0,592,200923,1564590108,0,3373
8,888888,24,78786612,54,20,4,17,1,3,0,0,592,200923,1564590109,0,3373
8,888888,25,78786612,54,20,4,17,1,3,0,0,592,200923,1564590110,0,3373
8,888888,26,78786612,54,20,4,17,1,3,0,0,592,200923,1564590111,0,3373
8,888888,27,78786612,54,20,4,17,1,3,0,0,592,200923,1564590112,0,3373
8,888888,28,78786612,54,20,4,17,1,3,0,0,592,200923,1564590113,0,3373
8,888888,29,78786612,54,20,4,17,1,3,0,0,592,200924,1564590114,0,3373
8,888888,30,78786612,54,20,4,17,1,3,0,0,592,200924,1564590115,0,3373
8,888888,31,64196612,18,10,1,4,1,3,0,0,592,200924,1564590116,0,3373
8,888888,32,78786612,54,20,4,17,1,3,0,0,592,200924,1564590117,0,3373
8,888888,33,78786612,54,20,4,17,1,3,0,0,592,200924,1564590118,0,3373
8,888888,34,78786612,54,20,4,17,1,3,0,0,592,200924,1564590119,0,3373
8,888888,35,78786612,54,20,4,17,1,3,0,0,592,200924,1564590120,0,3373
8,888888,36,78786612,54,20,4,17,1,3,0,0,592,200924,1564590121,0,3373
8,888888,37,78786612,54,20,4,17,1,3,0,0,592,200924,1564590122,0,3373
8,888888,38,78786612,54,20,4,17,1,3,0,0,592,200924,1564590123,0,3373
8,888888,39,78786612,54,20,4,17,1,3,0,0,592,200924,1564590124,0,3373
8,888888,40,64196612,18,10,1,4,1,3,0,0,592,200924,1564590125,0,3373
9,999999,1,64196758,63,28,2,6,1,3,0,0,592,200922,1564590086,0,3373
9,999999,2,64196758,63,28,2,6,1,3,0,0,592,200922,1564590087,0,3373
9,999999,3,64196758,63,28,2,6,1,3,0,0,592,200922,1564590088,0,3373
9,999999,4,64196612,18,10,1,4,1,3,0,0,592,200922,1564590089,0,3373
9,999999,5,64556612,29,15,3,5,1,3,0,0,592,200922,1564590090,0,3373
9,999999,6,64196612,18,10,1,4,1,3,0,0,592,200922,1564590091,0,3373
9,999999,7,64196612,18,10,1,4,1,3,0,0,592,200922,1564590092,0,3373
9,999999,8,64196612,18,10,1,4,1,3,0,0,592,200922,1564590093,0,3373
9,999999,9,64196758,63,28,2,6,1,3,0,0,592,200922,1564590094,0,3373
9,999999,10,64196758,63,28,2,6,1,3,0,0,592,200922,1564590095,0,3373
9,999999,11,64556612,29,15,3,5,1,3,0,0,592,200922,1564590096,0,3373
9,999999,12,64196758,63,28,2,6,1,3,0,0,592,200923,1564590097,0,3373
